instr
def ADD_rrr
def ADD_f_rrr
def ADD_rru6
def ADD_f_rru6
def ADD_rrlimm
def ADD_f_rrlimm
def ADD_rrs12
def ADD_f_rrs12
def SUB_rrr
def SUB_f_rrr
def SUB_rru6
def SUB_f_rru6
def SUB_rrlimm
def SUB_f_rrlimm
def SUB_rrs12
def SUB_f_rrs12
def SUB1_rrr
def SUB1_f_rrr
def SUB1_rru6
def SUB1_f_rru6
def SUB1_rrlimm
def SUB1_f_rrlimm
def SUB1_rrs12
def SUB1_f_rrs12
def SUB2_rrr
def SUB2_f_rrr
def SUB2_rru6
def SUB2_f_rru6
def SUB2_rrlimm
def SUB2_f_rrlimm
def SUB2_rrs12
def SUB2_f_rrs12
def SUB3_rrr
def SUB3_f_rrr
def SUB3_rru6
def SUB3_f_rru6
def SUB3_rrlimm
def SUB3_f_rrlimm
def SUB3_rrs12
def SUB3_f_rrs12
def OR_rrr
def OR_f_rrr
def OR_rru6
def OR_f_rru6
def OR_rrlimm
def OR_f_rrlimm
def OR_rrs12
def OR_f_rrs12
def AND_rrr
def AND_f_rrr
def AND_rru6
def AND_f_rru6
def AND_rrlimm
def AND_f_rrlimm
def AND_rrs12
def AND_f_rrs12
def XOR_rrr
def XOR_f_rrr
def XOR_rru6
def XOR_f_rru6
def XOR_rrlimm
def XOR_f_rrlimm
def XOR_rrs12
def XOR_f_rrs12
def MAX_rrr
def MAX_f_rrr
def MAX_rru6
def MAX_f_rru6
def MAX_rrlimm
def MAX_f_rrlimm
def MAX_rrs12
def MAX_f_rrs12
def MIN_rrr
def MIN_f_rrr
def MIN_rru6
def MIN_f_rru6
def MIN_rrlimm
def MIN_f_rrlimm
def MIN_rrs12
def MIN_f_rrs12
def CMP_rr
def CMP_ru6
def CMP_rlimm
def MOV_rs12
def MOV_rr
def MOV_rlimm
def MOV_ru6
def MOVcc
def BR
def Bcc
def BRcc_rr
def BRcc_ru6
def BRcc_rr_p
def BRcc_ru6_p
def BL
def J
def J_LImm
def JL
def JL_LImm
