instr
def ADD4TLS  
def ADDI   
def ADDIC  
def ADDICo 
def ADDIS  
def ANDIo 
def ANDISo 
def B   
def BA  
def BC  
def BCC 
def BCCA 
def BCCLR 
def BCLalways  
def BCLR  
def BCLRn 
def BCn 
def BCTR 
def BCTRL 
def BDNZ 
def BDNZA 
def BDNZAm
def BDNZAp
def BDNZL 
def BDNZLA 
def BDNZLAm
def BDNZLAp
def BDNZLm
def BDNZLp
def BDNZLRL 
def BDNZLRLm
def BDNZLRLp
def BDNZm
def BDNZp
def BDZ  
def BDZA  
def BDZAm 
def BDZAp 
def BDZL  
def BDZLA  
def BDZLAm 
def BDZLAp 
def BDZLm 
def BDZLp 
def BDZLRL  
def BDZLRLm 
def BDZLRLp 
def BDZm 
def BDZp 
def BL  
def BLA 
def BLR 
def BLRL 
def CMPB 
def CMPLW  
def CMPLWI 
def CMPRB  
def CMPW   
def CMPWI 
def DIVWE 
def DIVWEo 
def DIVWEU 
def DIVWEUo 
def LBZ 
def LBZU 
def LBZUX 
def LBZX 
def LFD 
def LFDU 
def LFDUX 
def LFDX   
def LFIWAX 
def LFIWZX 
def LFS 
def LFSU 
def LFSUX 
def LFSX   
def LHA 
def LHAU 
def LHAUX 
def LHAX 
def LHBRX 
def LHZ 
def LHZU 
def LHZUX 
def LHZX 
def LI  
def LIS 
def LMW 
def LWBRX 
def LWZ 
def LWZU 
def LWZUX 
def LWZX 
def MODSW 
def MODUW 
def MULLI  
def NOP   
def ORI   
def ORIS  
def RLWINM 
def RLWINMo 
def STB  
def STBCX 
def STBU  
def STBUX 
def STBX  
def STFD 
def STFDU 
def STFDUX
def STFDX 
def STFIWX
def STFS 
def STFSU 
def STFSUX
def STFSX 
def STH  
def STHBRX
def STHCX 
def STHU  
def STHUX 
def STHX  
def STMW 
def STW  
def STWAT 
def STWBRX
def STWCX 
def STWU  
def STWUX 
def STWX  
def SUBFIC 
def XORI  
def XORIS 
def ADD4
def ADD4o 
def ADDC  
def ADDCo  
def ADDE  
def ADDEo 
def ADDME  
def ADDMEo 
def ADDZE  
def ADDZEo  
def AND  
def ANDo
def ANDC 
def ANDCo
def CNTLZW 
def CNTLZWo 
def CNTTZW 
def CNTTZWo 
def DIVW  
def DIVWo 
def DIVWU 
def DIVWUo
def EQV  
def EQVo  
def EXTSB  
def EXTSBo  
def EXTSH  
def EXTSHo 
def MULHW 
def MULHWo
def MULHWU 
def MULHWUo
def MULLW 
def MULLWo
def NAND 
def NANDo 
def NEG    
def NEGo   
def NOR  
def NORo  
def OR   
def ORo  
def ORC  
def ORCo  
def RLWIMI 
def RLWIMIo 
def RLWNM  
def RLWNMo 
def SLW  
def SLWo 
def SRAW 
def SRAWo 
def SRAWI 
def SRAWIo 
def SRW  
def SRWo  
def SUBF  
def SUBFo  
def SUBFC 
def SUBFCo 
def SUBFE 
def SUBFEo 
def SUBFME 
def SUBFMEo 
def SUBFZE 
def SUBFZEo 
def SUBFE 
def SUBFEo 
def XOR
def XORo
